التقرير,سجل التسليمات
تاريخ الإصدار,2026-09-08T14:49:22.786Z
عوامل التصفية,"from=2026-06-10, to=2026-09-08"

رقم الإذن,التاريخ,النوع,الاتجاه,الحالة,الفرع,من,إلى,عدد الماكينات,أنشأه,تاريخ التأكيد
TRF-2026-000017,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000016,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000015,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000014,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000013,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000012,2026-09-08,MAINTENANCE_TO_COMPANY,RETURN,CONFIRMED,—,— (WAREHOUSE),مخزن الشركة الرئيسي (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000011,2026-09-08,COMPANY_TO_MAINTENANCE,OUT,CONFIRMED,—,— (WAREHOUSE),ورشة الإشعارات (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000010,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,REJECTED,فرع الإشعارات,مندوب الإشعارات (REPRESENTATIVE),مشرف الإشعارات (SUPERVISOR),1,مندوب الإشعارات,
TRF-2026-000009,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع الإشعارات,مشرف الإشعارات (SUPERVISOR),مندوب الإشعارات (REPRESENTATIVE),1,مشرف الإشعارات,2026-09-08
TRF-2026-000008,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000007,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000006,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000005,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000004,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000003,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000002,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000001,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000245,2026-09-08,REPRESENTATIVE_TO_MERCHANT,OUT,CONFIRMED,فرع المزامنة,مندوب المزامنة (REPRESENTATIVE),محل تاجر الطابور (MERCHANT),1,مندوب المزامنة,2026-09-08
TRF-2026-000111,2026-09-05,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000103,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000106,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000107,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000108,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000102,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000092,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000093,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000134,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000097,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000098,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000101,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000091,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000242,2026-07-10,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
