التقرير,سجل التسليمات
تاريخ الإصدار,2026-09-08T16:06:17.677Z
عوامل التصفية,"from=2026-06-10, to=2026-09-08"

رقم الإذن,التاريخ,النوع,الاتجاه,الحالة,الفرع,من,إلى,عدد الماكينات,أنشأه,تاريخ التأكيد
TRF-2026-000075,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000074,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000073,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000072,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000071,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000070,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000069,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000068,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000067,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000066,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000065,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000064,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000063,2026-09-08,BRANCH_TO_COMPANY,RETURN,CONFIRMED,فرع الصيانة,مشرف الصيانة (SUPERVISOR),مخزن الشركة الرئيسي (WAREHOUSE),1,مشرف الصيانة,2026-09-08
TRF-2026-000062,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع الصيانة,— (WAREHOUSE),مشرف الصيانة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000010,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الصيانة,— (WAREHOUSE),مشرف الصيانة (SUPERVISOR),1,مدير النظام,
TRF-2026-000212,2026-09-08,REPRESENTATIVE_TO_MERCHANT,OUT,CONFIRMED,فرع المزامنة,مندوب المزامنة (REPRESENTATIVE),محل تاجر الطابور (MERCHANT),1,مندوب المزامنة,2026-09-08
TRF-2026-000136,2026-09-05,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000116,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000117,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000118,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000122,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000123,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000126,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000127,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000128,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000131,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000132,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000133,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000159,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000209,2026-07-10,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
